segment,dir,time_period,mon,travel_time,,,
Spadina-University,EB,AM,09/01/2017 1:00,5.61,,,
Spadina-University,EB,AM,09/01/2017 2:00,5.5,,,
Spadina-University,EB,AM,09/01/2017 3:00,3.85,,,
Spadina-University,EB,AM,09/01/2017 4:00,3.74,,,
Spadina-University,EB,AM,09/01/2017 5:00,4.95,,,
Spadina-University,EB,AM,09/01/2017 6:00,5.17,,,
Spadina-University,EB,AM,09/01/2017 7:00,5.83,,,
Spadina-University,EB,AM,09/01/2017 8:00,8.58,,,
Spadina-University,EB,AM,09/01/2017 9:00,10.45,,,
Spadina-University,EB,AM,09/01/2017 10:00,9.46,,,
Spadina-University,EB,AM,09/01/2017 11:00,8.25,,,
Spadina-University,EB,PM,09/01/2017 12:00,8.03,,,
Spadina-University,EB,PM,09/01/2017 13:00,7.7,,,
Spadina-University,EB,PM,09/01/2017 14:00,8.36,,,
Spadina-University,EB,PM,09/01/2017 15:00,8.69,,,
Spadina-University,EB,PM,09/01/2017 16:00,9.35,,,
Spadina-University,EB,PM,09/01/2017 17:00,10.23,,,
Spadina-University,EB,PM,09/01/2017 18:00,10.01,,,
Spadina-University,EB,PM,09/01/2017 19:00,9.79,,,
Spadina-University,EB,PM,09/01/2017 20:00,9.02,,,
Spadina-University,EB,PM,09/01/2017 21:00,7.15,,,
Spadina-University,EB,PM,09/01/2017 22:00,5.94,,,
Spadina-University,EB,PM,09/01/2017 23:00,5.72,,,
Spadina-University,WB,AM,09/01/2017 0:00,3.85,,,
Spadina-University,WB,AM,09/01/2017 1:00,5.28,,,
Spadina-University,WB,AM,09/01/2017 2:00,5.39,,,
Spadina-University,WB,AM,09/01/2017 3:00,3.96,,,
Spadina-University,WB,AM,09/01/2017 4:00,3.85,,,
Spadina-University,WB,AM,09/01/2017 5:00,5.17,,,
Spadina-University,WB,AM,09/01/2017 6:00,5.3,,,
Spadina-University,WB,AM,09/01/2017 7:00,5.72,,,
Spadina-University,WB,AM,09/01/2017 8:00,8.03,,,
Spadina-University,WB,AM,09/01/2017 9:00,9.79,,,
Spadina-University,WB,AM,09/01/2017 10:00,8.91,,,
Spadina-University,WB,AM,09/01/2017 11:00,9,,,
Spadina-University,WB,PM,09/01/2017 12:00,8.03,,,
Spadina-University,WB,PM,09/01/2017 13:00,7.59,,,
Spadina-University,WB,PM,09/01/2017 14:00,7.92,,,
Spadina-University,WB,PM,09/01/2017 15:00,8.03,,,
Spadina-University,WB,PM,09/01/2017 16:00,9.24,,,
Spadina-University,WB,PM,09/01/2017 17:00,10.56,,,
Spadina-University,WB,PM,09/01/2017 18:00,10.34,,,
Spadina-University,WB,PM,09/01/2017 19:00,9.79,,,
Spadina-University,WB,PM,09/01/2017 20:00,8.36,,,
Spadina-University,WB,PM,09/01/2017 21:00,6.05,,,
Spadina-University,WB,PM,09/01/2017 22:00,5.5,,,
Spadina-University,WB,PM,09/01/2017 23:00,5.06,,,
Spadina-University,EB,AM,09/16/2017 0:00,4.73,,,
Spadina-University,EB,AM,09/16/2017 1:00,4.95,,,
Spadina-University,EB,AM,09/16/2017 2:00,4.07,,,
Spadina-University,EB,AM,09/16/2017 3:00,3.85,,,
Spadina-University,EB,AM,09/16/2017 4:00,3.96,,,
Spadina-University,EB,AM,09/16/2017 5:00,4.62,,,
Spadina-University,EB,AM,09/16/2017 6:00,5.17,,,
Spadina-University,EB,AM,09/16/2017 7:00,5.28,,,
Spadina-University,EB,AM,09/16/2017 8:00,5.61,,,
Spadina-University,EB,AM,09/16/2017 9:00,6.05,,,
Spadina-University,EB,AM,09/16/2017 10:00,6.38,,,
Spadina-University,EB,AM,09/16/2017 11:00,8.58,,,
Spadina-University,EB,PM,09/16/2017 12:00,10.45,,,
Spadina-University,EB,PM,09/16/2017 13:00,10.89,,,
Spadina-University,EB,PM,09/16/2017 14:00,10.34,,,
Spadina-University,EB,PM,09/16/2017 15:00,10.56,,,
Spadina-University,EB,PM,09/16/2017 16:00,10.45,,,
Spadina-University,EB,PM,09/16/2017 17:00,9.79,,,
Spadina-University,EB,PM,09/16/2017 18:00,11.22,,,
Spadina-University,EB,PM,09/16/2017 19:00,13.75,,,
Spadina-University,EB,PM,09/16/2017 20:00,12.87,,,
Spadina-University,EB,PM,09/16/2017 21:00,10,,,
Spadina-University,EB,PM,09/16/2017 22:00,5.83,,,
Spadina-University,EB,PM,09/16/2017 23:00,5.72,,,
Spadina-University,WB,AM,09/16/2017 0:00,4.62,,,
Spadina-University,WB,AM,09/16/2017 1:00,4.18,,,
Spadina-University,WB,AM,09/16/2017 2:00,4.07,,,
Spadina-University,WB,AM,09/16/2017 3:00,3,,,
Spadina-University,WB,AM,09/16/2017 4:00,3.96,,,
Spadina-University,WB,AM,09/16/2017 5:00,4.18,,,
Spadina-University,WB,AM,09/16/2017 6:00,4.62,,,
Spadina-University,WB,AM,09/16/2017 7:00,4.95,,,
Spadina-University,WB,AM,09/16/2017 8:00,5,,,
Spadina-University,WB,AM,09/16/2017 9:00,7.04,,,
Spadina-University,WB,AM,09/16/2017 10:00,7.92,,,
Spadina-University,WB,AM,09/16/2017 11:00,9.46,,,
Spadina-University,WB,PM,09/16/2017 12:00,9.79,,,
Spadina-University,WB,PM,09/16/2017 13:00,10.45,,,
Spadina-University,WB,PM,09/16/2017 14:00,10.67,,,
Spadina-University,WB,PM,09/16/2017 15:00,9.9,,,
Spadina-University,WB,PM,09/16/2017 16:00,9.35,,,
Spadina-University,WB,PM,09/16/2017 17:00,9.9,,,
Spadina-University,WB,PM,09/16/2017 18:00,10.45,,,
Spadina-University,WB,PM,09/16/2017 19:00,10.89,,,
Spadina-University,WB,PM,09/16/2017 20:00,11.22,,,
Spadina-University,WB,PM,09/16/2017 21:00,9.57,,,
Spadina-University,WB,PM,09/16/2017 22:00,7.15,,,
Spadina-University,WB,PM,09/16/2017 23:00,5.94,,,
Spadina-University,EB,AM,10/01/2017 0:00,5.06,,,
Spadina-University,EB,AM,10/01/2017 1:00,5.28,,,
Spadina-University,EB,AM,10/01/2017 2:00,4.4,,,
Spadina-University,EB,AM,10/01/2017 3:00,4.18,,,
Spadina-University,EB,AM,10/01/2017 4:00,4.29,,,
Spadina-University,EB,AM,10/01/2017 5:00,4.95,,,
Spadina-University,EB,AM,10/01/2017 6:00,5.5,,,
Spadina-University,EB,AM,10/01/2017 7:00,5.61,,,
Spadina-University,EB,AM,10/01/2017 8:00,5.94,,,
Spadina-University,EB,AM,10/01/2017 9:00,6.38,,,
Spadina-University,EB,AM,10/01/2017 10:00,6.71,,,
Spadina-University,EB,AM,10/01/2017 11:00,8.91,,,
Spadina-University,EB,PM,10/01/2017 12:00,10.78,,,
Spadina-University,EB,PM,10/01/2017 13:00,11.22,,,
Spadina-University,EB,PM,10/01/2017 14:00,10.67,,,
Spadina-University,EB,PM,10/01/2017 15:00,10.89,,,
Spadina-University,EB,PM,10/01/2017 16:00,10.78,,,
Spadina-University,EB,PM,10/01/2017 17:00,10.12,,,
Spadina-University,EB,PM,10/01/2017 18:00,11.55,,,
Spadina-University,EB,PM,10/01/2017 19:00,14.08,,,
Spadina-University,EB,PM,10/01/2017 20:00,13.2,,,
Spadina-University,EB,PM,10/01/2017 21:00,9.68,,,
Spadina-University,EB,PM,10/01/2017 22:00,6.16,,,
Spadina-University,EB,PM,10/01/2017 23:00,6.05,,,
Spadina-University,EB,AM,10/02/2017 0:00,4.95,,,
Spadina-University,EB,AM,10/02/2017 1:00,6,,,
Spadina-University,EB,AM,10/02/2017 2:00,5.83,,,
Spadina-University,EB,AM,10/02/2017 3:00,4.18,,,
Spadina-University,EB,AM,10/02/2017 4:00,4.07,,,
Spadina-University,EB,AM,10/02/2017 5:00,5.2,,,
Spadina-University,EB,AM,10/02/2017 6:00,5.5,,,
Spadina-University,EB,AM,10/02/2017 7:00,6.16,,,
Spadina-University,EB,AM,10/02/2017 8:00,8.91,,,
Spadina-University,EB,AM,10/02/2017 9:00,10.78,,,
Spadina-University,EB,AM,10/02/2017 10:00,9.5,,,
Spadina-University,EB,AM,10/02/2017 11:00,8.58,,,
Spadina-University,EB,PM,10/02/2017 12:00,8.36,,,
Spadina-University,EB,PM,10/02/2017 13:00,8.03,,,
Spadina-University,EB,PM,10/02/2017 14:00,8.69,,,
Spadina-University,EB,PM,10/02/2017 15:00,9.02,,,
Spadina-University,EB,PM,10/02/2017 16:00,9.68,,,
Spadina-University,EB,PM,10/02/2017 17:00,10.56,,,
Spadina-University,EB,PM,10/02/2017 18:00,10.34,,,
Spadina-University,EB,PM,10/02/2017 19:00,10.12,,,
Spadina-University,EB,PM,10/02/2017 20:00,9.35,,,
Spadina-University,EB,PM,10/02/2017 21:00,7.9,,,
Spadina-University,EB,PM,10/02/2017 22:00,6.27,,,
Spadina-University,EB,PM,10/02/2017 23:00,6.05,,,
Spadina-University,WB,AM,10/01/2017 0:00,4.95,,,
Spadina-University,WB,AM,10/01/2017 1:00,4.51,,,
Spadina-University,WB,AM,10/01/2017 2:00,4.4,,,
Spadina-University,WB,AM,10/01/2017 3:00,4.18,,,
Spadina-University,WB,AM,10/01/2017 4:00,4.29,,,
Spadina-University,WB,AM,10/01/2017 5:00,4.51,,,
Spadina-University,WB,AM,10/01/2017 6:00,4.95,,,
Spadina-University,WB,AM,10/01/2017 7:00,5.28,,,
Spadina-University,WB,AM,10/01/2017 8:00,6.16,,,
Spadina-University,WB,AM,10/01/2017 9:00,7.37,,,
Spadina-University,WB,AM,10/01/2017 10:00,8.25,,,
Spadina-University,WB,AM,10/01/2017 11:00,9.79,,,
Spadina-University,WB,PM,10/01/2017 12:00,10.12,,,
Spadina-University,WB,PM,10/01/2017 13:00,10.78,,,
Spadina-University,WB,PM,10/01/2017 14:00,11,,,
Spadina-University,WB,PM,10/01/2017 15:00,10.23,,,
Spadina-University,WB,PM,10/01/2017 16:00,9.68,,,
Spadina-University,WB,PM,10/01/2017 17:00,10.23,,,
Spadina-University,WB,PM,10/01/2017 18:00,10.78,,,
Spadina-University,WB,PM,10/01/2017 19:00,11.22,,,
Spadina-University,WB,PM,10/01/2017 20:00,11.55,,,
Spadina-University,WB,PM,10/01/2017 21:00,9.9,,,
Spadina-University,WB,PM,10/01/2017 22:00,7.48,,,
Spadina-University,WB,PM,10/01/2017 23:00,6.27,,,
Spadina-University,WB,AM,10/02/2017 0:00,4.18,,,
Spadina-University,WB,AM,10/02/2017 1:00,5.61,,,
Spadina-University,WB,AM,10/02/2017 2:00,5.72,,,
Spadina-University,WB,AM,10/02/2017 3:00,4,,,
Spadina-University,WB,AM,10/02/2017 4:00,4.18,,,
Spadina-University,WB,AM,10/02/2017 5:00,5.5,,,
Spadina-University,WB,AM,10/02/2017 6:00,5.61,,,
Spadina-University,WB,AM,10/02/2017 7:00,6.05,,,
Spadina-University,WB,AM,10/02/2017 8:00,8.36,,,
Spadina-University,WB,AM,10/02/2017 9:00,11.9,,,
Spadina-University,WB,AM,10/02/2017 10:00,9.24,,,
Spadina-University,WB,AM,10/02/2017 11:00,8.91,,,
Spadina-University,WB,PM,10/02/2017 12:00,8.36,,,
Spadina-University,WB,PM,10/02/2017 13:00,7.92,,,
Spadina-University,WB,PM,10/02/2017 14:00,8.25,,,
Spadina-University,WB,PM,10/02/2017 15:00,8.36,,,
Spadina-University,WB,PM,10/02/2017 16:00,9.57,,,
Spadina-University,WB,PM,10/02/2017 17:00,10.89,,,
Spadina-University,WB,PM,10/02/2017 18:00,10.67,,,
Spadina-University,WB,PM,10/02/2017 19:00,10.12,,,
Spadina-University,WB,PM,10/02/2017 20:00,8.69,,,
Spadina-University,WB,PM,10/02/2017 21:00,6.38,,,
Spadina-University,WB,PM,10/02/2017 22:00,5.83,,,
Spadina-University,WB,PM,10/02/2017 23:00,5.39,,,
Spadina-University,EB,AM,11/01/2017 0:00,4.73,,,
Spadina-University,EB,AM,11/01/2017 1:00,5.72,,,
Spadina-University,EB,AM,11/01/2017 2:00,5.61,,,
Spadina-University,EB,AM,11/01/2017 3:00,3.96,,,
Spadina-University,EB,AM,11/01/2017 4:00,3.85,,,
Spadina-University,EB,AM,11/01/2017 5:00,5.06,,,
Spadina-University,EB,AM,11/01/2017 6:00,5.28,,,
Spadina-University,EB,AM,11/01/2017 7:00,5.94,,,
Spadina-University,EB,AM,11/01/2017 8:00,8.69,,,
Spadina-University,EB,AM,11/01/2017 9:00,10.56,,,
Spadina-University,EB,AM,11/01/2017 10:00,9.57,,,
Spadina-University,EB,AM,11/01/2017 11:00,8.36,,,
Spadina-University,EB,PM,11/01/2017 12:00,8.14,,,
Spadina-University,EB,PM,11/01/2017 13:00,7.81,,,
Spadina-University,EB,PM,11/01/2017 14:00,8.47,,,
Spadina-University,EB,PM,11/01/2017 15:00,8.8,,,
Spadina-University,EB,PM,11/01/2017 16:00,9.46,,,
Spadina-University,EB,PM,11/01/2017 17:00,10.34,,,
Spadina-University,EB,PM,11/01/2017 18:00,10.12,,,
Spadina-University,EB,PM,11/01/2017 19:00,9.9,,,
Spadina-University,EB,PM,11/01/2017 20:00,9.13,,,
Spadina-University,EB,PM,11/01/2017 21:00,7.26,,,
Spadina-University,EB,PM,11/01/2017 22:00,6.05,,,
Spadina-University,EB,PM,11/01/2017 23:00,5.83,,,
Spadina-University,EB,AM,11/11/2017 0:00,3.96,,,
Spadina-University,EB,AM,11/11/2017 1:00,5.39,,,
Spadina-University,EB,AM,11/11/2017 2:00,5.5,,,
Spadina-University,EB,AM,11/11/2017 3:00,4.07,,,
Spadina-University,EB,AM,11/11/2017 4:00,3.96,,,
Spadina-University,EB,AM,11/11/2017 5:00,5.28,,,
Spadina-University,EB,AM,11/11/2017 6:00,5.39,,,
Spadina-University,EB,AM,11/11/2017 7:00,5.83,,,
Spadina-University,EB,AM,11/11/2017 8:00,8.14,,,
Spadina-University,EB,AM,11/11/2017 9:00,8.5,,,
Spadina-University,EB,AM,11/11/2017 10:00,9.02,,,
Spadina-University,EB,AM,11/11/2017 11:00,8.69,,,
Spadina-University,EB,PM,11/11/2017 12:00,8.14,,,
Spadina-University,EB,PM,11/11/2017 13:00,7.7,,,
Spadina-University,EB,PM,11/11/2017 14:00,8.03,,,
Spadina-University,EB,PM,11/11/2017 15:00,8.14,,,
Spadina-University,EB,PM,11/11/2017 16:00,9.35,,,
Spadina-University,EB,PM,11/11/2017 17:00,10.67,,,
Spadina-University,EB,PM,11/11/2017 18:00,10.45,,,
Spadina-University,EB,PM,11/11/2017 19:00,9.9,,,
Spadina-University,EB,PM,11/11/2017 20:00,8.47,,,
Spadina-University,EB,PM,11/11/2017 21:00,6.16,,,
Spadina-University,EB,PM,11/11/2017 22:00,5.61,,,
Spadina-University,EB,PM,11/11/2017 23:00,5.17,,,
Spadina-University,WB,AM,11/01/2017 0:00,4.84,,,
Spadina-University,WB,AM,11/01/2017 1:00,5.06,,,
Spadina-University,WB,AM,11/01/2017 2:00,4.18,,,
Spadina-University,WB,AM,11/01/2017 3:00,3.96,,,
Spadina-University,WB,AM,11/01/2017 4:00,4.07,,,
Spadina-University,WB,AM,11/01/2017 5:00,4.73,,,
Spadina-University,WB,AM,11/01/2017 6:00,5.28,,,
Spadina-University,WB,AM,11/01/2017 7:00,5.39,,,
Spadina-University,WB,AM,11/01/2017 8:00,8.7,,,
Spadina-University,WB,AM,11/01/2017 9:00,8.8,,,
Spadina-University,WB,AM,11/01/2017 10:00,8.3,,,
Spadina-University,WB,AM,11/01/2017 11:00,8.69,,,
Spadina-University,WB,PM,11/01/2017 12:00,10.56,,,
Spadina-University,WB,PM,11/01/2017 13:00,11,,,
Spadina-University,WB,PM,11/01/2017 14:00,10.45,,,
Spadina-University,WB,PM,11/01/2017 15:00,10.67,,,
Spadina-University,WB,PM,11/01/2017 16:00,10.56,,,
Spadina-University,WB,PM,11/01/2017 17:00,9.9,,,
Spadina-University,WB,PM,11/01/2017 18:00,11.33,,,
Spadina-University,WB,PM,11/01/2017 19:00,13.86,,,
Spadina-University,WB,PM,11/01/2017 20:00,12.98,,,
Spadina-University,WB,PM,11/01/2017 21:00,9.46,,,
Spadina-University,WB,PM,11/01/2017 22:00,6,,,
Spadina-University,WB,PM,11/01/2017 23:00,5.83,,,
Spadina-University,WB,AM,11/11/2017 0:00,4.73,,,
Spadina-University,WB,AM,11/11/2017 1:00,4.29,,,
Spadina-University,WB,AM,11/11/2017 2:00,4.18,,,
Spadina-University,WB,AM,11/11/2017 3:00,3.96,,,
Spadina-University,WB,AM,11/11/2017 4:00,4.07,,,
Spadina-University,WB,AM,11/11/2017 5:00,4.5,,,
Spadina-University,WB,AM,11/11/2017 6:00,4.73,,,
Spadina-University,WB,AM,11/11/2017 7:00,5.06,,,
Spadina-University,WB,AM,11/11/2017 8:00,6.3,,,
Spadina-University,WB,AM,11/11/2017 9:00,7.2,,,
Spadina-University,WB,AM,11/11/2017 10:00,8.3,,,
Spadina-University,WB,AM,11/11/2017 11:00,9.57,,,
Spadina-University,WB,PM,11/11/2017 12:00,9.9,,,
Spadina-University,WB,PM,11/11/2017 13:00,10.56,,,
Spadina-University,WB,PM,11/11/2017 14:00,10.78,,,
Spadina-University,WB,PM,11/11/2017 15:00,10.01,,,
Spadina-University,WB,PM,11/11/2017 16:00,9.46,,,
Spadina-University,WB,PM,11/11/2017 17:00,10.01,,,
Spadina-University,WB,PM,11/11/2017 18:00,10.5,,,
Spadina-University,WB,PM,11/11/2017 19:00,11,,,
Spadina-University,WB,PM,11/11/2017 20:00,11.33,,,
Spadina-University,WB,PM,11/11/2017 21:00,9.68,,,
Spadina-University,WB,PM,11/11/2017 22:00,7.26,,,
Spadina-University,WB,PM,11/11/2017 23:00,6.05,,,
Spadina-University,EB,AM,12/01/2017 0:00,4.4,,,
Spadina-University,EB,AM,12/01/2017 1:00,4.6,,,
Spadina-University,EB,AM,12/01/2017 2:00,5.28,,,
Spadina-University,EB,AM,12/01/2017 3:00,3.63,,,
Spadina-University,EB,AM,12/01/2017 4:00,3.52,,,
Spadina-University,EB,AM,12/01/2017 5:00,4.73,,,
Spadina-University,EB,AM,12/01/2017 6:00,4.95,,,
Spadina-University,EB,AM,12/01/2017 7:00,5.61,,,
Spadina-University,EB,AM,12/01/2017 8:00,8.36,,,
Spadina-University,EB,AM,12/01/2017 9:00,10.23,,,
Spadina-University,EB,AM,12/01/2017 10:00,9.24,,,
Spadina-University,EB,AM,12/01/2017 11:00,8.03,,,
Spadina-University,EB,PM,12/01/2017 12:00,7.81,,,
Spadina-University,EB,PM,12/01/2017 13:00,7.48,,,
Spadina-University,EB,PM,12/01/2017 14:00,8.14,,,
Spadina-University,EB,PM,12/01/2017 15:00,8.47,,,
Spadina-University,EB,PM,12/01/2017 16:00,9.13,,,
Spadina-University,EB,PM,12/01/2017 17:00,10.01,,,
Spadina-University,EB,PM,12/01/2017 18:00,9.79,,,
Spadina-University,EB,PM,12/01/2017 19:00,9.57,,,
Spadina-University,EB,PM,12/01/2017 20:00,8.8,,,
Spadina-University,EB,PM,12/01/2017 21:00,6.93,,,
Spadina-University,EB,PM,12/01/2017 22:00,5.72,,,
Spadina-University,EB,PM,12/01/2017 23:00,5.5,,,
Spadina-University,EB,AM,12/09/2017 0:00,4.51,,,
Spadina-University,EB,AM,12/09/2017 1:00,4.73,,,
Spadina-University,EB,AM,12/09/2017 2:00,3.85,,,
Spadina-University,EB,AM,12/09/2017 3:00,3.63,,,
Spadina-University,EB,AM,12/09/2017 4:00,3.74,,,
Spadina-University,EB,AM,12/09/2017 5:00,4.4,,,
Spadina-University,EB,AM,12/09/2017 6:00,4.95,,,
Spadina-University,EB,AM,12/09/2017 7:00,5.06,,,
Spadina-University,EB,AM,12/09/2017 8:00,5.39,,,
Spadina-University,EB,AM,12/09/2017 9:00,5.83,,,
Spadina-University,EB,AM,12/09/2017 10:00,6.16,,,
Spadina-University,EB,AM,12/09/2017 11:00,8.36,,,
Spadina-University,EB,PM,12/09/2017 12:00,10.23,,,
Spadina-University,EB,PM,12/09/2017 13:00,10.67,,,
Spadina-University,EB,PM,12/09/2017 14:00,10.12,,,
Spadina-University,EB,PM,12/09/2017 15:00,10.45,,,
Spadina-University,EB,PM,12/09/2017 16:00,10.23,,,
Spadina-University,EB,PM,12/09/2017 17:00,9.57,,,
Spadina-University,EB,PM,12/09/2017 18:00,11,,,
Spadina-University,EB,PM,12/09/2017 19:00,13.53,,,
Spadina-University,EB,PM,12/09/2017 20:00,12.65,,,
Spadina-University,EB,PM,12/09/2017 21:00,9.13,,,
Spadina-University,EB,PM,12/09/2017 22:00,5.61,,,
Spadina-University,EB,PM,12/09/2017 23:00,5.5,,,
Spadina-University,WB,AM,12/01/2017 0:00,3.63,,,
Spadina-University,WB,AM,12/01/2017 1:00,5.06,,,
Spadina-University,WB,AM,12/01/2017 2:00,5.17,,,
Spadina-University,WB,AM,12/01/2017 3:00,3.74,,,
Spadina-University,WB,AM,12/01/2017 4:00,3.63,,,
Spadina-University,WB,AM,12/01/2017 5:00,4.95,,,
Spadina-University,WB,AM,12/01/2017 6:00,5.06,,,
Spadina-University,WB,AM,12/01/2017 7:00,5.5,,,
Spadina-University,WB,AM,12/01/2017 8:00,7.81,,,
Spadina-University,WB,AM,12/01/2017 9:00,9.57,,,
Spadina-University,WB,AM,12/01/2017 10:00,9,,,
Spadina-University,WB,AM,12/01/2017 11:00,8.36,,,
Spadina-University,WB,PM,12/01/2017 12:00,7.81,,,
Spadina-University,WB,PM,12/01/2017 13:00,7.37,,,
Spadina-University,WB,PM,12/01/2017 14:00,7.7,,,
Spadina-University,WB,PM,12/01/2017 15:00,7.81,,,
Spadina-University,WB,PM,12/01/2017 16:00,9.02,,,
Spadina-University,WB,PM,12/01/2017 17:00,10.34,,,
Spadina-University,WB,PM,12/01/2017 18:00,10.12,,,
Spadina-University,WB,PM,12/01/2017 19:00,9.57,,,
Spadina-University,WB,PM,12/01/2017 20:00,8.14,,,
Spadina-University,WB,PM,12/01/2017 21:00,5.83,,,
Spadina-University,WB,PM,12/01/2017 22:00,5.28,,,
Spadina-University,WB,PM,12/01/2017 23:00,4.84,,,
Spadina-University,WB,AM,12/09/2017 0:00,4.4,,,
Spadina-University,WB,AM,12/09/2017 1:00,3.96,,,
Spadina-University,WB,AM,12/09/2017 2:00,3.85,,,
Spadina-University,WB,AM,12/09/2017 3:00,3.63,,,
Spadina-University,WB,AM,12/09/2017 4:00,3.74,,,
