segment,dir,time_period,mon,travel_time,,,
Yonge-Jarvis,WB,AM,10/02/2017 7:00,4.95,,,
Yonge-Jarvis,WB,AM,10/02/2017 8:00,6.84,,,
Yonge-Jarvis,WB,AM,10/02/2017 9:00,8.28,,,
Yonge-Jarvis,WB,AM,10/02/2017 10:00,7.56,,,
Yonge-Jarvis,WB,AM,10/02/2017 11:00,7.29,,,
Yonge-Jarvis,WB,PM,10/02/2017 12:00,6.84,,,
Yonge-Jarvis,WB,PM,10/02/2017 13:00,6.48,,,
Yonge-Jarvis,WB,PM,10/02/2017 14:00,6.3,,,
Yonge-Jarvis,WB,PM,10/02/2017 15:00,6.84,,,
Yonge-Jarvis,WB,PM,10/02/2017 16:00,7.83,,,
Yonge-Jarvis,WB,PM,10/02/2017 17:00,8.91,,,
Yonge-Jarvis,WB,PM,10/02/2017 18:00,8.73,,,
Yonge-Jarvis,WB,PM,10/02/2017 19:00,8.28,,,
Yonge-Jarvis,WB,PM,10/02/2017 20:00,7.11,,,
Yonge-Jarvis,WB,PM,10/02/2017 21:00,5.22,,,
Yonge-Jarvis,WB,PM,10/02/2017 22:00,4.77,,,
Yonge-Jarvis,WB,PM,10/02/2017 23:00,4.41,,,
Yonge-Jarvis,EB,AM,11/01/2017 0:00,3.87,,,
Yonge-Jarvis,EB,AM,11/01/2017 1:00,4.68,,,
Yonge-Jarvis,EB,AM,11/01/2017 2:00,4.59,,,
Yonge-Jarvis,EB,AM,11/01/2017 3:00,3.24,,,
Yonge-Jarvis,EB,AM,11/01/2017 4:00,3.15,,,
Yonge-Jarvis,EB,AM,11/01/2017 5:00,4.14,,,
Yonge-Jarvis,EB,AM,11/01/2017 6:00,4.32,,,
Yonge-Jarvis,EB,AM,11/01/2017 7:00,4.86,,,
Yonge-Jarvis,EB,AM,11/01/2017 8:00,7.11,,,
Yonge-Jarvis,EB,AM,11/01/2017 9:00,8.64,,,
Yonge-Jarvis,EB,AM,11/01/2017 10:00,7.83,,,
Yonge-Jarvis,EB,AM,11/01/2017 11:00,6.84,,,
Yonge-Jarvis,EB,PM,11/01/2017 12:00,6.66,,,
Yonge-Jarvis,EB,PM,11/01/2017 13:00,6.39,,,
Yonge-Jarvis,EB,PM,11/01/2017 14:00,6.93,,,
Yonge-Jarvis,EB,PM,11/01/2017 15:00,7.2,,,
Yonge-Jarvis,EB,PM,11/01/2017 16:00,7.74,,,
Yonge-Jarvis,EB,PM,11/01/2017 17:00,8.46,,,
Yonge-Jarvis,EB,PM,11/01/2017 18:00,8.28,,,
Yonge-Jarvis,EB,PM,11/01/2017 19:00,8.1,,,
Yonge-Jarvis,EB,PM,11/01/2017 20:00,7.47,,,
Yonge-Jarvis,EB,PM,11/01/2017 21:00,5.94,,,
Yonge-Jarvis,EB,PM,11/01/2017 22:00,4.95,,,
Yonge-Jarvis,EB,PM,11/01/2017 23:00,4.77,,,
Yonge-Jarvis,EB,AM,11/11/2017 0:00,3.24,,,
Yonge-Jarvis,EB,AM,11/11/2017 1:00,4.41,,,
Yonge-Jarvis,EB,AM,11/11/2017 2:00,4.5,,,
Yonge-Jarvis,EB,AM,11/11/2017 3:00,3.33,,,
Yonge-Jarvis,EB,AM,11/11/2017 4:00,3.24,,,
Yonge-Jarvis,EB,AM,11/11/2017 5:00,4.32,,,
Yonge-Jarvis,EB,AM,11/11/2017 6:00,4.41,,,
Yonge-Jarvis,EB,AM,11/11/2017 7:00,4.77,,,
Yonge-Jarvis,EB,AM,11/11/2017 8:00,6.66,,,
Yonge-Jarvis,EB,AM,11/11/2017 9:00,6.9,,,
Yonge-Jarvis,EB,AM,11/11/2017 10:00,7.38,,,
Yonge-Jarvis,EB,AM,11/11/2017 11:00,7.11,,,
Yonge-Jarvis,EB,PM,11/11/2017 12:00,6.66,,,
Yonge-Jarvis,EB,PM,11/11/2017 13:00,6.3,,,
Yonge-Jarvis,EB,PM,11/11/2017 14:00,6.57,,,
Yonge-Jarvis,EB,PM,11/11/2017 15:00,6.66,,,
Yonge-Jarvis,EB,PM,11/11/2017 16:00,7.65,,,
Yonge-Jarvis,EB,PM,11/11/2017 17:00,8.73,,,
Yonge-Jarvis,EB,PM,11/11/2017 18:00,8.55,,,
Yonge-Jarvis,EB,PM,11/11/2017 19:00,8.1,,,
Yonge-Jarvis,EB,PM,11/11/2017 20:00,6.93,,,
Yonge-Jarvis,EB,PM,11/11/2017 21:00,5.04,,,
Yonge-Jarvis,EB,PM,11/11/2017 22:00,4.59,,,
Yonge-Jarvis,EB,PM,11/11/2017 23:00,4.23,,,
Yonge-Jarvis,WB,AM,11/01/2017 0:00,3.96,,,
Yonge-Jarvis,WB,AM,11/01/2017 1:00,4.14,,,
Yonge-Jarvis,WB,AM,11/01/2017 2:00,3.42,,,
Yonge-Jarvis,WB,AM,11/01/2017 3:00,3.24,,,
Yonge-Jarvis,WB,AM,11/01/2017 4:00,3.33,,,
Yonge-Jarvis,WB,AM,11/01/2017 5:00,3.87,,,
Yonge-Jarvis,WB,AM,11/01/2017 6:00,4.32,,,
Yonge-Jarvis,WB,AM,11/01/2017 7:00,4.41,,,
Yonge-Jarvis,WB,AM,11/01/2017 8:00,7.5,,,
Yonge-Jarvis,WB,AM,11/01/2017 9:00,7.6,,,
Yonge-Jarvis,WB,AM,11/01/2017 10:00,7.3,,,
Yonge-Jarvis,WB,AM,11/01/2017 11:00,7.11,,,
Yonge-Jarvis,WB,PM,11/01/2017 12:00,8.64,,,
Yonge-Jarvis,WB,PM,11/01/2017 13:00,9,,,
Yonge-Jarvis,WB,PM,11/01/2017 14:00,8.55,,,
Yonge-Jarvis,WB,PM,11/01/2017 15:00,8.73,,,
Yonge-Jarvis,WB,PM,11/01/2017 16:00,8.64,,,
Yonge-Jarvis,WB,PM,11/01/2017 17:00,8.1,,,
Yonge-Jarvis,WB,PM,11/01/2017 18:00,9.27,,,
Yonge-Jarvis,WB,PM,11/01/2017 19:00,10.25,,,
Yonge-Jarvis,WB,PM,11/01/2017 20:00,9.7,,,
Yonge-Jarvis,WB,PM,11/01/2017 21:00,7.74,,,
Yonge-Jarvis,WB,PM,11/01/2017 22:00,4.86,,,
Yonge-Jarvis,WB,PM,11/01/2017 23:00,4.77,,,
Yonge-Jarvis,WB,AM,11/11/2017 0:00,3.87,,,
Yonge-Jarvis,WB,AM,11/11/2017 1:00,3.51,,,
Yonge-Jarvis,WB,AM,11/11/2017 2:00,3.42,,,
Yonge-Jarvis,WB,AM,11/11/2017 3:00,3.24,,,
Yonge-Jarvis,WB,AM,11/11/2017 4:00,3.33,,,
Yonge-Jarvis,WB,AM,11/11/2017 5:00,3.51,,,
Yonge-Jarvis,WB,AM,11/11/2017 6:00,3.87,,,
Yonge-Jarvis,WB,AM,11/11/2017 7:00,4.14,,,
Yonge-Jarvis,WB,AM,11/11/2017 8:00,6.7,,,
Yonge-Jarvis,WB,AM,11/11/2017 9:00,7.3,,,
Yonge-Jarvis,WB,AM,11/11/2017 10:00,7.2,,,
Yonge-Jarvis,WB,AM,11/11/2017 11:00,7.83,,,
Yonge-Jarvis,WB,PM,11/11/2017 12:00,8.1,,,
Yonge-Jarvis,WB,PM,11/11/2017 13:00,8.64,,,
Yonge-Jarvis,WB,PM,11/11/2017 14:00,8.82,,,
Yonge-Jarvis,WB,PM,11/11/2017 15:00,8.19,,,
Yonge-Jarvis,WB,PM,11/11/2017 16:00,7.74,,,
Yonge-Jarvis,WB,PM,11/11/2017 17:00,8.19,,,
Yonge-Jarvis,WB,PM,11/11/2017 18:00,8.64,,,
Yonge-Jarvis,WB,PM,11/11/2017 19:00,9,,,
Yonge-Jarvis,WB,PM,11/11/2017 20:00,9.27,,,
Yonge-Jarvis,WB,PM,11/11/2017 21:00,7.92,,,
Yonge-Jarvis,WB,PM,11/11/2017 22:00,5.94,,,
Yonge-Jarvis,WB,PM,11/11/2017 23:00,4.95,,,
Yonge-Jarvis,EB,AM,12/01/2017 0:00,3.6,,,
Yonge-Jarvis,EB,AM,12/01/2017 1:00,4.41,,,
Yonge-Jarvis,EB,AM,12/01/2017 2:00,4.32,,,
Yonge-Jarvis,EB,AM,12/01/2017 3:00,2.97,,,
Yonge-Jarvis,EB,AM,12/01/2017 4:00,2.88,,,
Yonge-Jarvis,EB,AM,12/01/2017 5:00,3.87,,,
Yonge-Jarvis,EB,AM,12/01/2017 6:00,4.05,,,
Yonge-Jarvis,EB,AM,12/01/2017 7:00,4.59,,,
Yonge-Jarvis,EB,AM,12/01/2017 8:00,6.84,,,
Yonge-Jarvis,EB,AM,12/01/2017 9:00,8.37,,,
Yonge-Jarvis,EB,AM,12/01/2017 10:00,7.56,,,
Yonge-Jarvis,EB,AM,12/01/2017 11:00,6.57,,,
Yonge-Jarvis,EB,PM,12/01/2017 12:00,6.39,,,
Yonge-Jarvis,EB,PM,12/01/2017 13:00,6.12,,,
Yonge-Jarvis,EB,PM,12/01/2017 14:00,6.66,,,
Yonge-Jarvis,EB,PM,12/01/2017 15:00,6.93,,,
Yonge-Jarvis,EB,PM,12/01/2017 16:00,7.47,,,
Yonge-Jarvis,EB,PM,12/01/2017 17:00,8.19,,,
Yonge-Jarvis,EB,PM,12/01/2017 18:00,8.01,,,
Yonge-Jarvis,EB,PM,12/01/2017 19:00,7.83,,,
Yonge-Jarvis,EB,PM,12/01/2017 20:00,7.2,,,
Yonge-Jarvis,EB,PM,12/01/2017 21:00,5.67,,,
Yonge-Jarvis,EB,PM,12/01/2017 22:00,4.68,,,
Yonge-Jarvis,EB,PM,12/01/2017 23:00,4.5,,,
Yonge-Jarvis,EB,AM,12/09/2017 0:00,3.69,,,
Yonge-Jarvis,EB,AM,12/09/2017 1:00,3.87,,,
Yonge-Jarvis,EB,AM,12/09/2017 2:00,3.15,,,
Yonge-Jarvis,EB,AM,12/09/2017 3:00,2.97,,,
Yonge-Jarvis,EB,AM,12/09/2017 4:00,3.06,,,
Yonge-Jarvis,EB,AM,12/09/2017 5:00,3.6,,,
Yonge-Jarvis,EB,AM,12/09/2017 6:00,4.05,,,
Yonge-Jarvis,EB,AM,12/09/2017 7:00,4.14,,,
Yonge-Jarvis,EB,AM,12/09/2017 8:00,4.41,,,
Yonge-Jarvis,EB,AM,12/09/2017 9:00,4.77,,,
Yonge-Jarvis,EB,AM,12/09/2017 10:00,5.04,,,
Yonge-Jarvis,EB,AM,12/09/2017 11:00,6.84,,,
Yonge-Jarvis,EB,PM,12/09/2017 12:00,8.37,,,
Yonge-Jarvis,EB,PM,12/09/2017 13:00,8.73,,,
Yonge-Jarvis,EB,PM,12/09/2017 14:00,8.28,,,
Yonge-Jarvis,EB,PM,12/09/2017 15:00,8.46,,,
Yonge-Jarvis,EB,PM,12/09/2017 16:00,8.37,,,
Yonge-Jarvis,EB,PM,12/09/2017 17:00,7.83,,,
Yonge-Jarvis,EB,PM,12/09/2017 18:00,9,,,
Yonge-Jarvis,EB,PM,12/09/2017 19:00,9.34,,,
Yonge-Jarvis,EB,PM,12/09/2017 20:00,8.7,,,
Yonge-Jarvis,EB,PM,12/09/2017 21:00,7.47,,,
Yonge-Jarvis,EB,PM,12/09/2017 22:00,4.59,,,
Yonge-Jarvis,EB,PM,12/09/2017 23:00,4.5,,,
Yonge-Jarvis,WB,AM,12/01/2017 0:00,2.97,,,
Yonge-Jarvis,WB,AM,12/01/2017 1:00,4.14,,,
Yonge-Jarvis,WB,AM,12/01/2017 2:00,4.23,,,
Yonge-Jarvis,WB,AM,12/01/2017 3:00,3.06,,,
Yonge-Jarvis,WB,AM,12/01/2017 4:00,2.97,,,
Yonge-Jarvis,WB,AM,12/01/2017 5:00,4.05,,,
Yonge-Jarvis,WB,AM,12/01/2017 6:00,4.14,,,
Yonge-Jarvis,WB,AM,12/01/2017 7:00,4.5,,,
Yonge-Jarvis,WB,AM,12/01/2017 8:00,6.39,,,
Yonge-Jarvis,WB,AM,12/01/2017 9:00,7.83,,,
Yonge-Jarvis,WB,AM,12/01/2017 10:00,7.11,,,
Yonge-Jarvis,WB,AM,12/01/2017 11:00,6.84,,,
Yonge-Jarvis,WB,PM,12/01/2017 12:00,6.39,,,
Yonge-Jarvis,WB,PM,12/01/2017 13:00,6.03,,,
Yonge-Jarvis,WB,PM,12/01/2017 14:00,6.3,,,
Yonge-Jarvis,WB,PM,12/01/2017 15:00,6.39,,,
Yonge-Jarvis,WB,PM,12/01/2017 16:00,7.38,,,
Yonge-Jarvis,WB,PM,12/01/2017 17:00,8.46,,,
Yonge-Jarvis,WB,PM,12/01/2017 18:00,8.28,,,
Yonge-Jarvis,WB,PM,12/01/2017 19:00,7.83,,,
Yonge-Jarvis,WB,PM,12/01/2017 20:00,6.66,,,
Yonge-Jarvis,WB,PM,12/01/2017 21:00,4.77,,,
Yonge-Jarvis,WB,PM,12/01/2017 22:00,4.32,,,
Yonge-Jarvis,WB,PM,12/01/2017 23:00,3.96,,,
Yonge-Jarvis,WB,AM,12/09/2017 0:00,3.6,,,
Yonge-Jarvis,WB,AM,12/09/2017 1:00,3.24,,,
Yonge-Jarvis,WB,AM,12/09/2017 2:00,3.15,,,
Yonge-Jarvis,WB,AM,12/09/2017 3:00,2.97,,,
Yonge-Jarvis,WB,AM,12/09/2017 4:00,3.06,,,
Yonge-Jarvis,WB,AM,12/09/2017 5:00,3.24,,,
Yonge-Jarvis,WB,AM,12/09/2017 6:00,3.6,,,
Yonge-Jarvis,WB,AM,12/09/2017 7:00,3.87,,,
Yonge-Jarvis,WB,AM,12/09/2017 8:00,4.59,,,
Yonge-Jarvis,WB,AM,12/09/2017 9:00,5.58,,,
Yonge-Jarvis,WB,AM,12/09/2017 10:00,6.3,,,
Yonge-Jarvis,WB,AM,12/09/2017 11:00,7.56,,,
Yonge-Jarvis,WB,PM,12/09/2017 12:00,7.83,,,
Yonge-Jarvis,WB,PM,12/09/2017 13:00,8.37,,,
Yonge-Jarvis,WB,PM,12/09/2017 14:00,8.55,,,
Yonge-Jarvis,WB,PM,12/09/2017 15:00,7.92,,,
Yonge-Jarvis,WB,PM,12/09/2017 16:00,7.47,,,
Yonge-Jarvis,WB,PM,12/09/2017 17:00,7.92,,,
Yonge-Jarvis,WB,PM,12/09/2017 18:00,8.37,,,
Yonge-Jarvis,WB,PM,12/09/2017 19:00,8.73,,,
Yonge-Jarvis,WB,PM,12/09/2017 20:00,9,,,
Yonge-Jarvis,WB,PM,12/09/2017 21:00,7.65,,,
Yonge-Jarvis,WB,PM,12/09/2017 22:00,5.67,,,
Yonge-Jarvis,WB,PM,12/09/2017 23:00,4.68,,,
